SUBSTITUUTIORYHMA;VNRNRO;PAKKAUSKOKO;RESEPTISTATUS;LAAKENIMI;VAHVUUS;LAAKEMUOTONIMI;HALTIJA;ATCKOODI;SELITES;KAUPAN;DOKUMENTAATIO;RINNAKKAISTUONTI;MYYNTILUPANRO;EUMYYNTILUPANRO
2782;117707;6 x 21;R;Tasminetta;0.02 mg / 3 mg;tabletti, kalvop‰‰llysteinen;Sandoz A/S;G03AA12;drospirenoni ja etinyyliestradioli;1;G;0;24731;
2782;125818;3 x 21;R;Tasminetta;0.02 mg / 3 mg;tabletti, kalvop‰‰llysteinen;Sandoz A/S;G03AA12;drospirenoni ja etinyyliestradioli;1;G;0;24731;
2782;196546;3 x 21;R;Tasminetta;0.02 mg / 3 mg;tabletti, kalvop‰‰llysteinen;Paranova Oy;G03AA12;drospirenoni ja etinyyliestradioli;1;;1;41581;
2782;406802;6 x 21;R;Tasminetta;0.02 mg / 3 mg;tabletti, kalvop‰‰llysteinen;Paranova Oy;G03AA12;drospirenoni ja etinyyliestradioli;1;;1;41581;
2782;447787;21;R;Tasminetta;0.02 mg / 3 mg;tabletti, kalvop‰‰llysteinen;Sandoz A/S;G03AA12;drospirenoni ja etinyyliestradioli;1;G;0;24731;
2785;073783;20;R;Vepesid;50 mg;kapseli, pehme‰;Cheplapharm Arzneimittel GmbH;L01CB01;etoposidi;1;A;0;10950;
2785;142122;20;R;Vepesid;50 mg;kapseli, pehme‰;Orifarm Oy;L01CB01;etoposidi;1;;1;42354;
2785;397956;20;R;Vepesid;50 mg;kapseli, pehme‰;Abacus Medicine A/S;L01CB01;etoposidi;0;;1;44053;
2785;495596;20;R;Vepesid;50 mg;kapseli, pehme‰;Paranova Oy;L01CB01;etoposidi;1;;1;41948;
2786;189514;2 ml;R;Depo-Medrol;40 mg/ml;injektioneste, suspensio;Pfizer Oy;H02AB04;metyyliprednisoloni;1;A;0;4491;
2786;189522;1 ml;R;Depo-Medrol;40 mg/ml;injektioneste, suspensio;Pfizer Oy;H02AB04;metyyliprednisoloni;1;A;0;4491;
2786;550407;10 x 1 ml;R;Depo-Medrol;40 mg/ml;injektioneste, suspensio;2care4 ApS;H02AB04;metyyliprednisoloni;1;;1;42274;
2787;447434;0.5 ml;R;Gardasil 9;;injektioneste, suspensio, esit‰ytetty ruisku;Abacus Medicine A/S;J07BM03;ihmisen papilloomavirus (tyyppi 6, 11, 16, 18, 31, 33, 45, 52, 58) -rokote;1;;1;43101;EU/1/15/1007/002
2787;581896;0.5 ml;R;Gardasil 9;;injektioneste, suspensio, esit‰ytetty ruisku;Merck Sharp & Dohme B.V.;J07BM03;ihmisen papilloomavirus (tyyppi 6, 11, 16, 18, 31, 33, 45, 52, 58) -rokote;1;A;0;32212;EU/1/15/1007/002
2788;155173;2 x 120 mg;R;Remsima;120 mg;injektioneste, liuos, esit‰ytetty kyn‰;Celltrion Healthcare Hungary Kft.;L04AB02;infliksimabi;1;G;0;36522;EU/1/13/853/013
2788;399003;2 x 120 mg;R;Remsima;120 mg;injektioneste, liuos, esit‰ytetty kyn‰;Orifarm Oy;L04AB02;infliksimabi;0;;1;43100;EU/1/13/853/013
2788;441933;120 mg;R;Remsima;120 mg;injektioneste, liuos, esit‰ytetty kyn‰;Celltrion Healthcare Hungary Kft.;L04AB02;infliksimabi;1;G;0;36522;EU/1/13/853/012
2789;124339;100;R;Hiprex;1 g;tabletti;Viatris Oy;J01XX05;metenamiini;1;A;0;6482;
2789;445115;100;R;Methenamine hippurate Orion;1 g;tabletti;Orion Corporation;J01XX05;metenamiini;1;G;0;39788;
2797;101744;20;R;Cotrim Forte;160 mg / 800 mg;tabletti;Paranova Oy;J01EE01;sulfametoksatsoli ja trimetopriimi;1;;1;42523;
2797;404541;20;R;Cotrim Forte;160 mg / 800 mg;tabletti;ratiopharm GmbH;J01EE01;sulfametoksatsoli ja trimetopriimi;1;A;0;10610;
2799;469899;100;R;Hypotron;2.5 mg;tabletti;Brancaster Pharma Ireland Ltd.;C01CA17;midodriini;1;G;0;35454;
2800;417898;100;R;Hypotron;5 mg;tabletti;Brancaster Pharma Ireland Ltd.;C01CA17;midodriini;1;G;0;35455;
2801;044575;10 mg;R;Velbe;10 mg;injektiokuiva-aine, liuosta varten;Orifarm Oy;L01CA01;vinblastiini;1;;1;42349;
2801;145018;10 mg;R;Velbe;10 mg;injektiokuiva-aine, liuosta varten;STADA Nordic ApS;L01CA01;vinblastiini;1;A;0;9379;
2802;196129;10 x 2 g;R;Ampitar;2 g;injektio-/infuusiokuiva-aine liuosta varten;Tarchomi?skie Zak?ady Farmaceutyczne, Polfa S.A.;J01CA01;ampisilliini;1;G;0;39831;
2803;583260;5 x 500 mg;R;A-Pen;500 mg;injektio-/infuusiokuiva-aine liuosta varten;Orion Corporation;J01CA01;ampisilliini;1;A;0;6507;
2804;381472;1 ml;R;Oncovin;1 mg/ml;injektioneste, liuos;STADA Nordic ApS;L01CA02;vinkristiini;1;A;0;10046;
2804;528716;1 ml;R;Oncovin;1 mg/ml;injektioneste, liuos;Orifarm Oy;L01CA02;vinkristiini;1;;1;42342;
2805;162253;10 x 100 ml;R;Vaminolac;;infuusioneste, liuos;Orifarm Oy;B05BA01;aminohapot;1;;1;42347;
2805;199695;100 ml;R;Vaminolac;;infuusioneste, liuos;Fresenius Kabi AB;B05BA01;aminohapot;0;A;0;10839;
2805;386443;10 x 100 ml;R;Vaminolac;;infuusioneste, liuos;Fresenius Kabi AB;B05BA01;aminohapot;1;A;0;10839;
2807;111309;5 x 2 ml;R;Amikafarm;250 mg/ml;injektioneste, liuos;Orifarm Oy;J01GB06;amikasiini;1;;1;42647;
2807;524214;2 ml;R;Amikacin Macure;250 mg/ml;injektioneste, liuos;Macure Pharma ApS;J01GB06;amikasiini;1;G;0;36911;
2809;025425;30;R;Grazax;75 000 SQ-T;kylm‰kuivattu tabletti kielen alle;ALK-Abello A/S;V01AA02;hein‰n siitepˆly;1;A;0;22041;
2809;025736;100;R;Grazax;75 000 SQ-T;kylm‰kuivattu tabletti kielen alle;ALK-Abello A/S;V01AA02;hein‰n siitepˆly;1;A;0;22041;
2809;418750;30 (3 x 10);R;Grazax;75 000 SQ-T;kylm‰kuivattu tabletti kielen alle;Paranova Oy;V01AA02;hein‰n siitepˆly;0;;1;42772;
2811;089319;90;R;Rosuvastatin/Ezetimibe ratiopharm;5 mg / 10 mg;tabletti;Teva B.V.;C10BA06;rosuvastatiini ja etsetimibi;1;A;0;36977;
2811;392671;30;R;Rosuvastatin/Ezetimib Krka;5 mg / 10 mg;tabletti, kalvop‰‰llysteinen;KRKA d.d. Novo mesto;C10BA06;rosuvastatiini ja etsetimibi;1;A;0;41631;
2811;442192;30;R;Rosuvastatin/Ezetimibe ratiopharm;5 mg / 10 mg;tabletti;Teva B.V.;C10BA06;rosuvastatiini ja etsetimibi;1;A;0;36977;
2811;447423;90;R;Rosuvastatin/Ezetimib Krka;5 mg / 10 mg;tabletti, kalvop‰‰llysteinen;KRKA d.d. Novo mesto;C10BA06;rosuvastatiini ja etsetimibi;1;A;0;41631;
2812;053160;90;R;Rosuvastatin/Ezetimibe ratiopharm;10 mg / 10 mg;tabletti;Teva B.V.;C10BA06;rosuvastatiini ja etsetimibi;1;A;0;36978;
2812;175256;30;R;Rosuvastatin/Ezetimib Krka;10 mg / 10 mg;tabletti, kalvop‰‰llysteinen;KRKA d.d. Novo mesto;C10BA06;rosuvastatiini ja etsetimibi;1;A;0;41632;
2812;375150;90;R;Rosuvastatin/Ezetimib Krka;10 mg / 10 mg;tabletti, kalvop‰‰llysteinen;KRKA d.d. Novo mesto;C10BA06;rosuvastatiini ja etsetimibi;1;A;0;41632;
2812;585168;30;R;Rosuvastatin/Ezetimibe ratiopharm;10 mg / 10 mg;tabletti;Teva B.V.;C10BA06;rosuvastatiini ja etsetimibi;1;A;0;36978;
2813;036407;0.8 ml;R;Yuflyma;80 mg;injektioneste, liuos, esit‰ytetty kyn‰;Orifarm Oy;L04AB04;adalimumabi;1;;1;43749;EU/1/20/1513/015
2813;124166;0.8 ml;R;Yuflyma;80 mg;injektioneste, liuos, esit‰ytetty kyn‰;Celltrion Healthcare Hungary Kft.;L04AB04;adalimumabi;1;G;0;39274;EU/1/20/1513/015
2813;458548;0.8 ml;R;Yuflyma;80 mg;injektioneste, liuos, esit‰ytetty kyn‰;Abacus Medicine A/S;L04AB04;adalimumabi;1;;1;43381;EU/1/20/1513/015
2813;493674;0.8 ml;R;AMGEVITA;80 mg;injektioneste, liuos, esit‰ytetty kyn‰;Amgen Europe B.V.;L04AB04;adalimumabi;1;G;0;43734;EU/1/16/1164/020
2813;503558;0.8 ml;R;Hyrimoz;80 mg;injektioneste, liuos, esit‰ytetty kyn‰;Sandoz GmbH;L04AB04;adalimumabi;1;G;0;42194;EU/1/18/1286/010
2813;516783;0.8 ml;R;Humira;80 mg;injektioneste, liuos, esit‰ytetty kyn‰;AbbVie Deutschland GmbH&Co.KG;L04AB04;adalimumabi;1;A;0;35742;EU/1/03/256/021
2813;546264;0.8 ml;R;Yuflyma;80 mg;injektioneste, liuos, esit‰ytetty kyn‰;Paranova Oy;L04AB04;adalimumabi;1;;1;43876;EU/1/20/1513/015
2814;032105;60 annosta;R;Alvesco;80 mikrog/annos;inhalaatiosumute, liuos;COVIS PHARMA EUROPE B.V.;R03BA08;siklesonidi;0;A;0;19858;
2814;032141;120 annosta;R;Alvesco;80 mikrog/annos;inhalaatiosumute, liuos;COVIS PHARMA EUROPE B.V.;R03BA08;siklesonidi;1;A;0;19858;
2814;430589;120 annosta;R;Ciclesonide Sandoz;80 mikrog/annos;inhalaatiosumute, liuos;Sandoz A/S;R03BA08;siklesonidi;1;G;0;41396;
2815;032178;60 annosta;R;Alvesco;160 mikrog/annos;inhalaatiosumute, liuos;COVIS PHARMA EUROPE B.V.;R03BA08;siklesonidi;1;A;0;19859;
2815;032214;120 annosta;R;Alvesco;160 mikrog/annos;inhalaatiosumute, liuos;COVIS PHARMA EUROPE B.V.;R03BA08;siklesonidi;1;A;0;19859;
2815;480295;120 annosta;R;Ciclesonide Sandoz;160 mikrog/annos;inhalaatiosumute, liuos;Sandoz A/S;R03BA08;siklesonidi;1;G;0;41397;
2816;091356;30;R;Daxas;500 mikrog;tabletti, kalvop‰‰llysteinen;AstraZeneca AB;R03DX07;roflumilasti;1;A;0;27709;EU/1/10/636/002
2816;091367;90;R;Daxas;500 mikrog;tabletti, kalvop‰‰llysteinen;AstraZeneca AB;R03DX07;roflumilasti;1;A;0;27709;EU/1/10/636/003
2817;418171;98;R;Venlafaxin Orion;225 mg;depotkapseli, kova;Orion Corporation;N06AX16;venlafaksiini;1;G;0;38679;
2817;446297;28;R;Venlafaxin Orion;225 mg;depotkapseli, kova;Orion Corporation;N06AX16;venlafaksiini;1;G;0;38679;
2819;181653;224 (4 x 56);R;TOBI Podhaler;28 mg;inhalaatiojauhe, kapseli, kova;Orifarm Oy;J01GB01;tobramysiini;1;;1;43475;EU/1/10/652/002
2819;586241;224 (4 x 56);R;TOBI Podhaler;28 mg;inhalaatiojauhe, kapseli, kova;Viatris Healthcare Limited;J01GB01;tobramysiini;1;A;0;28418;EU/1/10/652/002
2820;106263;60 annosta;R;Salmeterol Orifarm;50 mikrog/annos;inhalaatiojauhe, annosteltu;Orifarm Healthcare A/S;R03AC12;salmeteroli;0;G;0;42427;
2820;115931;60 annosta;R;Serevent Diskus;50 mikrog/annos;inhalaatiojauhe, annosteltu;GlaxoSmithKline Oy;R03AC12;salmeteroli;1;A;0;11624;
2821;197927;60 x 1;R;Ofev;100 mg;kapseli, pehme‰;Boehringer Ingelheim International GmbH;L01EX09;nintedanibi;1;A;0;32315;EU/1/14/979/002
2822;127517;2.5 mg;R;Mounjaro;2.5 mg;injektioneste, liuos;Abacus Medicine A/S;A10BX16;tirtsepatidi;1;;1;43644;EU/1/22/1685/019
2822;398498;2.5 mg;R;Mounjaro;2.5 mg;injektioneste, liuos;Orifarm Oy;A10BX16;tirtsepatidi;0;;1;43464;EU/1/22/1685/019
2823;091224;10 x 1 ml;R;Ghemaxan;10 000 IU (100 mg) / 1 ml;injektioneste, liuos, esit‰ytetty ruisku;Chemi S.p.A.;B01AB05;enoksapariini;1;G;0;33258;
2823;122007;10 x 1 ml;R;Enoxaparin Becat;10 000 IU (100 mg) / 1 ml;injektioneste, liuos, esit‰ytetty ruisku;Laboratorios FarmacÈuticos Rovi S.A.;B01AB05;enoksapariini;1;G;0;32594;
2823;483674;10 x 1 ml;R;Enoxaparin Ledraxen;10 000 IU (100 mg) / 1 ml;injektioneste, liuos, esit‰ytetty ruisku;Venipharm;B01AB05;enoksapariini;0;G;0;39819;
2823;543357;10 x 1 ml;R;Inhixa;10000 IU (100 mg) / 1 ml;injektioneste, liuos, esit‰ytetty ruisku;Techdow Pharma Netherlands B.V;B01AB05;enoksapariini;1;G;0;33457;EU/1/16/1132/020
2824;066616;10 x 0.8 ml;R;Inhixa;8000 IU (80 mg) / 0.8 ml;injektioneste, liuos, esit‰ytetty ruisku;Techdow Pharma Netherlands B.V;B01AB05;enoksapariini;1;G;0;33462;EU/1/16/1132/018
2824;409799;10 x 0.8 ml;R;Enoxaparin Becat;8000 IU (80 mg) / 0.8 ml;injektioneste, liuos, esit‰ytetty ruisku;Laboratorios FarmacÈuticos Rovi S.A.;B01AB05;enoksapariini;1;G;0;34983;
2824;465453;10 x 0.8 ml;R;Enoxaparin Ledraxen;8000 IU (80 mg) / 0.8 ml;injektioneste, liuos, esit‰ytetty ruisku;Venipharm;B01AB05;enoksapariini;0;G;0;39820;
2826;041303;2 x 0.2 ml;R;Enoxaparin Ledraxen;2 000 IU (20 mg) / 0.2 ml;injektioneste, liuos, esit‰ytetty ruisku;Venipharm;B01AB05;enoksapariini;0;G;0;39823;
2826;103740;10 x 0.2 ml;R;Inhixa;2000 IU (20 mg) / 0.2 ml;injektioneste, liuos, esit‰ytetty ruisku;Techdow Pharma Netherlands B.V;B01AB05;enoksapariini;1;G;0;33459;EU/1/16/1132/012
2826;114562;10 x 0.2 ml;R;Enoxaparin Becat;2000 IU (20 mg) / 0.2 ml;injektioneste, liuos, esit‰ytetty ruisku;Laboratorios FarmacÈuticos Rovi S.A.;B01AB05;enoksapariini;1;G;0;34986;
2828;164666;10 x 0.4 ml;R;Inhixa;4000 IU (40 mg) / 0.4 ml;injektioneste, liuos, esit‰ytetty ruisku;Techdow Pharma Netherlands B.V;B01AB05;enoksapariini;1;G;0;33460;EU/1/16/1132/014
2828;182522;10 x 0.4 ml;R;Ghemaxan;4 000 IU (40 mg) / 0.4 ml;injektioneste, liuos, esit‰ytetty ruisku;Chemi S.p.A.;B01AB05;enoksapariini;1;G;0;35554;
2828;384253;10 x 0.4 ml;R;Enoxaparin Becat;4000 IU (40 mg) / 0.4 ml;injektioneste, liuos, esit‰ytetty ruisku;Laboratorios FarmacÈuticos Rovi S.A.;B01AB05;enoksapariini;1;G;0;34985;
2828;516652;50 x 0.4 ml;R;Enoxaparin Becat;4000 IU (40 mg) / 0.4 ml;injektioneste, liuos, esit‰ytetty ruisku;Laboratorios FarmacÈuticos Rovi S.A.;B01AB05;enoksapariini;1;G;0;34985;
2828;571491;10 x 0.4 ml;R;Enoxaparin Ledraxen;4 000 IU (40mg) / 0.4 ml;injektioneste, liuos, esit‰ytetty ruisku;Venipharm;B01AB05;enoksapariini;0;G;0;39822;
2829;392381;10 x 10 ml;R;Peditrace;;infuusiokonsentraatti, liuosta varten;Fresenius Kabi AB;B05XA31;elektrolyyttien ja muiden l‰‰keaineiden yhdistelm‰valmisteet;1;A;0;11422;
2832;387012;3 x 5 ml;R;Simbrinza;10 mg/ml + 2 mg/ml;silm‰tipat, suspensio;Novartis Europharm Limited;S01EC54;brintsolamidi, yhdistelm‰valmisteet;1;A;0;31645;EU/1/14/933/002
2833;020662;4 x 2 ml;R;Pedea;5 mg/ml;injektioneste, liuos;Recordati Rare Diseases;C01EB16;ibuprofeeni;1;A;0;18604;EU/1/04/284/001
2834;136653;28;R;Brintellix;5 mg;tabletti, kalvop‰‰llysteinen;H. Lundbeck A/S;N06AX26;vortioksetiini;1;A;0;31134;EU/1/13/891/002
2834;402807;98;R;Brintellix;5 mg;tabletti, kalvop‰‰llysteinen;H. Lundbeck A/S;N06AX26;vortioksetiini;1;A;0;31134;EU/1/13/891/037
2835;172592;98;R;Brintellix;10 mg;tabletti, kalvop‰‰llysteinen;H. Lundbeck A/S;N06AX26;vortioksetiini;1;A;0;31135;EU/1/13/891/012
2835;495757;28;R;Brintellix;10 mg;tabletti, kalvop‰‰llysteinen;H. Lundbeck A/S;N06AX26;vortioksetiini;1;A;0;31135;EU/1/13/891/010
2836;088558;28;R;Brintellix;15 mg;tabletti, kalvop‰‰llysteinen;H. Lundbeck A/S;N06AX26;vortioksetiini;1;A;0;31136;EU/1/13/891/019
2836;194302;98;R;Brintellix;15 mg;tabletti, kalvop‰‰llysteinen;H. Lundbeck A/S;N06AX26;vortioksetiini;1;A;0;31136;EU/1/13/891/021
2837;025927;98;R;Brintellix;20 mg;tabletti, kalvop‰‰llysteinen;H. Lundbeck A/S;N06AX26;vortioksetiini;1;A;0;31137;EU/1/13/891/030
2837;499920;28;R;Brintellix;20 mg;tabletti, kalvop‰‰llysteinen;H. Lundbeck A/S;N06AX26;vortioksetiini;1;A;0;31137;EU/1/13/891/028
2838;409831;28;R;Bosutinib STADA;400 mg;tabletti, kalvop‰‰llysteinen;STADA Arzneimittel AG;L01EA04;bosutinibi;1;G;0;41966;
2838;558417;28;R;Bosulif;400 mg;tabletti, kalvop‰‰llysteinen;Pfizer Europe MA EEIG;L01EA04;bosutinibi;1;A;0;35422;EU/1/13/818/006
2839;404802;28;R;Bosutinib STADA;500 mg;tabletti, kalvop‰‰llysteinen;STADA Arzneimittel AG;L01EA04;bosutinibi;1;G;0;41967;
2839;492377;28;R;Bosulif;500 mg;tabletti, kalvop‰‰llysteinen;Pfizer Europe MA EEIG;L01EA04;bosutinibi;1;A;0;30168;EU/1/13/818/003
2840;052059;21 x 1;R;Pomalidomide Glenmark;4 mg;kapseli, kova;Glenmark Arzneimittel GmbH;L04AX06;pomalidomidi;0;G;0;42849;
2840;162383;21;R;Pomalidomide Teva;4 mg;kapseli, kova;Teva GmbH;L04AX06;pomalidomidi;1;G;0;43007;EU/1/24/1868/039
2840;183077;21;R;Pomalidomide Viatris;4 mg;kapseli, kova;Viatris Limited;L04AX06;pomalidomidi;0;G;0;42329;EU/1/23/1785/015
2840;199853;21;R;Pomalidomide Grindeks;4 mg;kapseli, kova;Grindeks AS;L04AX06;pomalidomidi;1;G;0;42858;
2840;380145;21 x 1;R;Pomalidomide Krka;4 mg;kapseli, kova;KRKA d.d. Novo mesto;L04AX06;pomalidomidi;1;G;0;42901;EU/1/24/1832/008
2840;414382;21 x 1;R;Pomalidomide Zentiva;4 mg;kapseli, kova;Zentiva k.s.;L04AX06;pomalidomidi;1;G;0;42914;EU/1/24/1830/016
2840;478395;14;R;Imnovid;4 mg;kapseli, kova;Bristol-Myers Squibb Pharma EEIG;L04AX06;pomalidomidi;1;A;0;30924;EU/1/13/850/008
2840;492260;21;R;Pomalidomide Sandoz;4 mg;kapseli, kova;Sandoz A/S;L04AX06;pomalidomidi;1;G;0;42845;
2840;579260;21;R;Imnovid;4 mg;kapseli, kova;Bristol-Myers Squibb Pharma EEIG;L04AX06;pomalidomidi;1;A;0;30924;EU/1/13/850/004
2840;591903;21 x 1;R;Pomalidomide Accord;4 mg;kapseli, kova;Accord Healthcare S.L.U.;L04AX06;pomalidomidi;1;G;0;42986;EU/1/24/1831/024
2840;595466;21;R;Pomalidomid Avansor;4 mg;kapseli, kova;Avansor Pharma Oy;L04AX06;pomalidomidi;1;G;0;42836;
2841;118823;21;R;Imnovid;1 mg;kapseli, kova;Bristol-Myers Squibb Pharma EEIG;L04AX06;pomalidomidi;1;A;0;30921;EU/1/13/850/001
2841;167075;21 x 1;R;Pomalidomide Krka;1 mg;kapseli, kova;KRKA d.d. Novo mesto;L04AX06;pomalidomidi;1;G;0;42897;EU/1/24/1832/002
2841;414810;21 x 1;R;Pomalidomide Glenmark;1 mg;kapseli, kova;Glenmark Arzneimittel GmbH;L04AX06;pomalidomidi;0;G;0;42846;
2841;426442;21 x 1;R;Pomalidomide Zentiva;1 mg;kapseli, kova;Zentiva k.s.;L04AX06;pomalidomidi;1;G;0;42907;EU/1/24/1830/004
2841;433311;14;R;Imnovid;1 mg;kapseli, kova;Bristol-Myers Squibb Pharma EEIG;L04AX06;pomalidomidi;1;A;0;30921;EU/1/13/850/005
2841;550189;21;R;Pomalidomide Grindeks;1 mg;kapseli, kova;Grindeks AS;L04AX06;pomalidomidi;1;G;0;42855;
2841;582559;21;R;Pomalidomide Sandoz;1 mg;kapseli, kova;Sandoz A/S;L04AX06;pomalidomidi;1;G;0;42842;
2842;112344;21 x 1;R;Pomalidomide Krka;2 mg;kapseli, kova;KRKA d.d. Novo mesto;L04AX06;pomalidomidi;1;G;0;42898;EU/1/24/1832/004
2842;118183;21 x 1;R;Pomalidomide Zentiva;2 mg;kapseli, kova;Zentiva k.s.;L04AX06;pomalidomidi;1;G;0;42912;EU/1/24/1830/008
2842;146206;21;R;Pomalidomide Sandoz;2 mg;kapseli, kova;Sandoz A/S;L04AX06;pomalidomidi;1;G;0;42843;
2842;443053;21;R;Pomalidomide Grindeks;2 mg;kapseli, kova;Grindeks AS;L04AX06;pomalidomidi;1;G;0;42856;
2842;463736;21;R;Pomalidomide Teva;2 mg;kapseli, kova;Teva GmbH;L04AX06;pomalidomidi;1;G;0;42998;EU/1/24/1868/015
2842;485147;14;R;Imnovid;2 mg;kapseli, kova;Bristol-Myers Squibb Pharma EEIG;L04AX06;pomalidomidi;1;A;0;30922;EU/1/13/850/006
2842;489722;21 x 1;R;Pomalidomide Accord;2 mg;kapseli, kova;Accord Healthcare S.L.U.;L04AX06;pomalidomidi;1;G;0;42984;EU/1/24/1831/012
2842;537499;21;R;Pomalidomide Viatris;2 mg;kapseli, kova;Viatris Limited;L04AX06;pomalidomidi;0;G;0;42327;EU/1/23/1785/007
2842;547648;21 x 1;R;Pomalidomide Glenmark;2 mg;kapseli, kova;Glenmark Arzneimittel GmbH;L04AX06;pomalidomidi;0;G;0;42847;
2842;549668;21;R;Pomalidomid Avansor;2 mg;kapseli, kova;Avansor Pharma Oy;L04AX06;pomalidomidi;1;G;0;42834;
2842;590263;21;R;Imnovid;2 mg;kapseli, kova;Bristol-Myers Squibb Pharma EEIG;L04AX06;pomalidomidi;1;A;0;30922;EU/1/13/850/002
2843;039773;21;R;Pomalidomid Avansor;3 mg;kapseli, kova;Avansor Pharma Oy;L04AX06;pomalidomidi;1;G;0;42835;
2843;061821;21 x 1;R;Pomalidomide Glenmark;3 mg;kapseli, kova;Glenmark Arzneimittel GmbH;L04AX06;pomalidomidi;0;G;0;42848;
2843;146281;21 x 1;R;Pomalidomide Accord;3 mg;kapseli, kova;Accord Healthcare S.L.U.;L04AX06;pomalidomidi;1;G;0;42985;EU/1/24/1831/018
2843;184653;21 x 1;R;Pomalidomide Krka;3 mg;kapseli, kova;KRKA d.d. Novo mesto;L04AX06;pomalidomidi;1;G;0;42899;EU/1/24/1832/006
2843;394022;14;R;Imnovid;3 mg;kapseli, kova;Bristol-Myers Squibb Pharma EEIG;L04AX06;pomalidomidi;1;A;0;30923;EU/1/13/850/007
2843;498083;21;R;Pomalidomide Grindeks;3 mg;kapseli, kova;Grindeks AS;L04AX06;pomalidomidi;1;G;0;42857;
2843;502616;21;R;Pomalidomide Viatris;3 mg;kapseli, kova;Viatris Limited;L04AX06;pomalidomidi;0;G;0;42328;EU/1/23/1785/011
2843;514177;21;R;Pomalidomide Sandoz;3 mg;kapseli, kova;Sandoz A/S;L04AX06;pomalidomidi;1;G;0;42844;
2843;536637;21 x 1;R;Pomalidomide Zentiva;3 mg;kapseli, kova;Zentiva k.s.;L04AX06;pomalidomidi;1;G;0;42913;EU/1/24/1830/012
2843;546345;21;R;Imnovid;3 mg;kapseli, kova;Bristol-Myers Squibb Pharma EEIG;L04AX06;pomalidomidi;1;A;0;30923;EU/1/13/850/003
2843;571088;21;R;Pomalidomide Teva;3 mg;kapseli, kova;Teva GmbH;L04AX06;pomalidomidi;1;G;0;43006;EU/1/24/1868/027
2844;121226;24 x 1;K;Coldycin Sitruuna;5 mg/ 1 mg;imeskelytabletti, puristettu;Orifarm Healthcare A/S;R02AA05;klooriheksidiini;1;A;0;42945;
2844;464927;24 x 1;K;Coldycin Hunaja;5 mg / 1 mg;imeskelytabletti, puristettu;Orifarm Healthcare A/S;R02AA05;klooriheksidiini;1;A;0;42947;
2844;573363;24 x 1;K;Coldycin Mentoli;5 mg/ 1 mg;imeskelytabletti, puristettu;Orifarm Healthcare A/S;R02AA05;klooriheksidiini;1;A;0;42946;
2845;063698;5 ml;K;Lecrolyn Sine;40 mg/ml;silm‰tipat, liuos;Santen Oy;S01GX01;natriumkromoglikaatti;1;G;0;32110;
2845;105812;10 ml;K;Lecrolyn Sine;40 mg/ml;silm‰tipat, liuos;Santen Oy;S01GX01;natriumkromoglikaatti;1;G;0;32110;
2845;137177;10 ml;K;Lecrolyn Sine;40 mg/ml;silm‰tipat, liuos;Paranova Oy;S01GX01;natriumkromoglikaatti;1;;1;41507;
2847;453814;4 x (1 x 7.5 mg);R;Mounjaro;7.5 mg;injektioneste, liuos;Orifarm Oy;A10BX16;tirtsepatidi;0;;1;44223;EU/1/22/1685/035
2847;553674;7.5 mg;R;Mounjaro;7.5 mg;injektioneste, liuos;Abacus Medicine A/S;A10BX16;tirtsepatidi;0;;1;43642;EU/1/22/1685/021
2848;154437;5 mg;R;Mounjaro;5 mg;injektioneste, liuos;Abacus Medicine A/S;A10BX16;tirtsepatidi;0;;1;43643;EU/1/22/1685/020
2848;450152;4 x (1 x 5 mg);R;Mounjaro;5 mg;injektioneste, liuos;Orifarm Oy;A10BX16;tirtsepatidi;0;;1;44224;EU/1/22/1685/031
2849;505503;10 x 0.6 g;R;Benzylpenicillin Panpharma;0.6 g;injektio/infuusiokuiva-aine, liuosta varten ;Panpharma SA;J01CE01;bentsyylipenisilliini;1;G;0;16563;
2850;546838;10 x 1.2 g;R;Benzylpenicillin Panpharma;1.2 g;injektio/infuusiokuiva-aine, liuosta varten ;Panpharma SA;J01CE01;bentsyylipenisilliini;1;G;0;16594;
2851;505495;10 x 3 g;R;Benzylpenicillin Panpharma;3 g;injektio/infuusiokuiva-aine, liuosta varten ;Panpharma SA;J01CE01;bentsyylipenisilliini;1;G;0;16595;
2852;539005;10 ml;K;Ketazed;0.25 mg/ml;silm‰tipat, liuos;Horus Pharma;S01GX08;ketotifeeni;1;G;0;40461;
2853;037495;12 x 1;R;Evrenzo;70 mg;tabletti, kalvop‰‰llysteinen;Astellas Pharma Europe B.V.;B03XA05;roksadustaatti;1;A;0;37990;EU/1/21/1574/003
2853;451653;12 x 1;R;Evrenzo;70 mg;tabletti, kalvop‰‰llysteinen;Paranova Oy;B03XA05;roksadustaatti;1;;1;43662;EU/1/21/1574/003
2854;027017;30;R;Attentin;5 mg;tabletti;Medice Arzneimittel P¸tter GmbH & Co. KG;N06BA02;deksamfetamiini;1;A;0;30066;
2854;387933;100;R;Attadex;5 mg;tabletti;Abboxia AB;N06BA02;deksamfetamiini;0;A;0;42949;
2854;470662;30;R;Dexfarm;5 mg;tabletti;Orifarm Healthcare A/S;N06BA02;deksamfetamiini;1;G;0;42171;
2854;587452;30;R;Attadex;5 mg;tabletti;Abboxia AB;N06BA02;deksamfetamiini;1;A;0;42949;
